id_segmento,segmento_jusante
690053,688359
690054,690591
690055,690592
690056,692219
690057,689484
690058,688928
690059,689488
690585,692781
690586,688355
690587,691123
690588,691124
690589,691652
690590,690591
690591,691129
690592,691656
690593,690592
690594,690055
690595,690056
690596,694911
690597,691661
690598,688922
690599,690598
690600,691663
690601,692225
690602,690058
691119,688910
691120,688911
691121,692783
691122,691123
691123,691124
691124,691652
691125,693360
691126,691127
691127,692789
691128,691129
691129,692215
691130,693367
691131,694917
691132,690597
691133,690598
691134,691663
691135,692801
691650,690049
691651,694906
691652,694908
691653,691654
691654,691125
691655,692791
691656,696613
691657,692795
691658,691659
691659,688364
691660,694917
691661,694375
691662,688921
691663,692222
691664,692224
691665,691135
691666,691665
691667,692225
691668,683412
692210,692781
692211,691124
692212,696606
692213,693863
692214,692215
692215,692794
692216,696613
692217,697259
692218,692219
692219,692795
692220,693365
692221,686072
692222,692223
692223,691664
692224,692801
692225,699002
692226,693880
692780,688351
692781,694906
692782,692783
692783,694370
692784,692785
692785,691654
692786,694372
692787,693361
692788,693361
692789,694373
692790,692789
692791,692790
692792,692791
692793,688359
692794,693363
692795,693365
692796,692797
692797,691130
692798,686072
692799,692222
692800,692223
692801,694377
692802,693372
692803,693373
693358,691650
693359,692785
693360,694371
693361,693863
693362,693363
693363,693867
693364,693867
693365,695465
693366,692797
693367,693870
693368,693369
693369,692799
693370,691665
693371,690058
693372,694921
693373,693372
693374,693880
693861,691650
693862,694371
693863,695464
693864,696016
693865,687260
693866,692794
693867,698419
693868,694912
693869,693870
693870,693871
693871,693872
693872,695469
693873,694918
693874,693369
693875,694381
693876,690059
693877,693373
693878,693877
693879,695476
693880,694384
694369,694370
694370,697248
694371,694372
694372,696609
694373,697252
694374,696021
694375,694918
694376,692799
694377,696022
694378,699003
694379,700641
694380,696023
694381,694380
694382,689487
694383,693877
694384,695477
694906,696605
694907,696605
694908,696014
694909,693360
694910,695465
694911,697261
694912,694911
694913,694912
694914,694913
694915,693366
694916,695468
694917,697264
694918,698421
694919,699001
694920,693876
694921,693876
694922,694383
694923,694383
695462,697248
695463,694909
695464,694373
695465,701173
695466,691659
695467,693367
695468,695469
695469,696021
695470,696022
695471,696023
695472,694381
695473,694923
695474,695473
695475,695474
695476,695475
695477,695476
695478,694384
695479,700644
696013,696014
696014,696606
696015,700634
696016,697254
696017,696614
696018,696614
696019,696615
696020,697259
696021,697263
696022,699517
696023,700642
696024,694921
696025,695474
696605,697871
696606,698993
696607,702259
696608,694909
696609,697874
696610,697253
696611,696016
696612,702262
696613,697256
696614,697256
696615,698996
696616,695468
696617,698422
696618,703889
696619,694376
696620,696024
696621,702275
696622,700067
697246,701689
697247,698991
697248,700057
697249,697874
697250,695464
697251,697252
697252,697875
697253,697875
697254,697253
697255,697254
697256,698419
697257,697256
697258,698996
697259,696615
697260,699514
697261,699514
697262,697261
697263,697264
697264,698421
697265,698421
697266,700639
697267,696620
697268,695477
697870,697871
697871,698991
697872,698993
697873,696609
697874,700059
697875,700060
697876,696016
697877,697263
697878,704410
697879,694377
697880,697267
697881,693373
697882,695475
698413,701171
698414,690049
698415,697873
698416,700059
698417,702262
698418,698995
698419,698995
698420,693366
698421,700637
698422,694375
698423,694376
698424,696024
698425,696620
698989,698414
698990,701690
698991,702255
698992,700057
698993,699510
698994,700634
698995,701699
698996,703883
698997,702265
698998,699515
698999,698422
699000,699001
699001,699518
699002,699003
699003,699520
699004,695477
699005,700067
699508,698414
699509,699510
699510,701694
699511,700060
699512,701699
699513,702265
699514,701173
699515,694913
699516,699517
699517,700065
699518,699002
699519,699520
699520,700641
699521,703339
700056,701171
700057,701693
700058,697873
700059,704945
700060,703325
700061,699514
700062,702271
700063,708865
700064,700065
700065,700639
700066,703340
700067,700644
700633,702253
700634,701694
700635,699515
700636,700637
700637,702269
700638,702271
700639,702273
700640,702820
700641,701178
700642,701178
700643,702821
700644,701705
701171,709414
701172,702812
701173,702814
701174,702270
701175,704955
701176,702819
701177,699518
701178,707144
701179,703890
701180,702275
701688,702253
701689,701690
701690,702255
701691,701692
701692,701693
701693,702256
701694,702809
701695,702259
701696,704402
701697,703327
701698,702811
701699,703883
701700,704404
701701,701700
701702,702268
701703,700636
701704,702820
701705,702276
701706,701707
701707,701181
702252,707704
702253,702254
702254,701689
702255,702806
702256,703321
702257,702258
702258,702809
702259,711581
702260,704402
702261,706010
702262,702811
702263,707136
702264,701700
702265,703885
702266,702814
702267,702268
702268,702816
702269,702270
702270,706013
702271,705467
702272,702819
702273,707142
702274,697267
702275,701705
702276,702277
702277,701707
702806,702807
702807,701692
702808,702256
702809,704941
702810,703325
702811,706601
702812,702264
702813,706012
702814,703329
702815,703329
702816,700636
702817,712652
702818,703333
702819,703336
702820,702273
702821,700642
702822,704415
703319,703320
703320,702806
703321,703322
703322,702258
703323,711029
703324,705462
703325,704945
703326,703327
703327,706600
703328,702264
703329,707139
703330,705466
703331,705466
703332,702269
703333,703889
703334,703333
703335,703336
703336,707142
703337,702821
703338,703337
703339,703338
703340,703339
703341,703340
703342,695473
703343,702276
703881,704943
703882,704947
703883,704404
703884,702812
703885,703884
703886,707714
703887,702816
703888,705467
703889,704410
703890,704412
703891,702275
703892,703343
704399,702254
704400,703322
704401,704941
704402,704945
704403,706010
704404,704947
704405,703885
704406,704405
704407,709921
704408,707714
704409,706608
704410,706608
704411,704955
704412,703341
704413,704412
704414,704413
704415,703890
704416,694923
704937,707704
704938,707705
704939,703320
704940,702807
704941,707132
704942,704943
704943,706007
704944,705460
704945,706598
704946,706601
704947,707137
704948,703884
704949,704405
704950,704951
704951,706012
704952,708264
704953,707140
704954,706015
704955,706015
704956,703343
705460,705461
705461,705462
705462,706597
705463,706600
705464,709922
705465,706605
705466,706605
705467,706013
705468,707143
705469,703337
705470,704415
705471,701181
706006,707708
706007,705460
706008,705461
706009,708854
706010,706598
706011,707136
706012,707139
706013,707140
706014,708861
706015,708267
706016,703338
706017,705470
706018,706017
706019,706018
706020,706615
706021,706020
706022,706021
706023,702277
706595,713165
706596,707706
706597,707133
706598,708855
706599,710474
706600,707135
706601,707135
706602,709418
706603,707137
706604,707139
706605,707714
706606,713745
706607,709925
706608,708266
706609,708267
706610,708268
706611,707718
706612,707143
706613,708869
706614,706017
706615,706019
707128,708260
707129,703321
707130,707131
707131,707132
707132,707711
707133,708854
707134,712130
707135,711032
707136,711032
707137,709418
707138,704951
707139,708857
707140,708859
707141,708266
707142,707718
707143,707720
707144,709928
707145,707144
707146,703341
707147,704413
707148,706615
707149,707148
707150,706020
707151,708872
707704,708850
707705,708257
707706,707705
707707,707708
707708,708260
707709,702807
707710,707131
707711,711578
707712,707133
707713,712637
707714,708264
707715,707716
707716,707717
707717,708859
707718,712136
707719,707720
707720,708867
707721,707146
707722,706021
707723,707722
708257,708850
708258,708257
708259,707706
708260,708851
708261,707711
708262,708855
708263,707714
708264,710478
708265,708860
708266,710480
708267,712653
708268,708865
708269,709422
708270,708867
708271,707146
708272,707722
708850,709414
708851,709415
708852,711029
708853,706007
708854,713171
708855,709917
708856,711032
708857,709920
708858,707717
708859,709421
708860,709925
708861,708860
708862,708861
708863,710480
708864,708268
708865,709422
708866,709424
708867,710481
708868,708869
708869,709928
708870,708271
708871,707148
708872,704956
709414,713165
709415,713733
709416,709917
709417,713173
709418,711587
709419,708857
709420,709920
709421,713178
709422,709423
709423,709424
709424,714905
709425,714301
709426,708872
709917,711584
709918,711587
709919,712641
709920,715538
709921,712644
709922,709921
709923,717273
709924,710478
709925,709421
709926,714903
709927,709423
709928,716716
709929,708271
709930,705470
709931,706019
710472,716125
710473,713169
710474,712637
710475,710474
710476,709922
710477,710476
710478,712131
710479,716713
710480,713747
710481,719576
710482,709928
710483,708870
710484,706018
710485,709426
711028,708851
711029,711579
711030,711581
711031,706597
711032,713740
711033,717863
711034,715534
711035,712644
711036,710476
711037,707716
711038,712134
711039,712651
711040,712653
711041,710481
711042,711593
711573,711028
711574,712632
711575,712632
711576,711577
711577,711578
711578,711579
711579,712633
711580,712633
711581,716129
711582,712634
711583,712130
711584,712635
711585,711584
711586,713174
711587,712639
711588,712131
711589,712133
711590,712134
711591,712650
711592,712136
711593,712654
711594,708870
711595,709930
711596,704956
712127,714292
712128,711028
712129,709415
712130,712635
712131,713745
712132,716132
712133,712645
712134,712133
712135,717281
712136,714905
712137,711593
712138,712656
712629,716125
712630,713730
712631,712128
712632,713169
712633,715530
712634,716704
712635,713171
712636,717266
712637,716706
712638,713174
712639,713174
712640,712639
712641,712640
712642,712641
712643,713177
712644,718440
712645,713178
712646,712645
712647,712646
712648,712647
712649,712650
712650,712651
712651,712652
712652,713179
712653,718448
712654,714301
712655,712137
712656,712655
712657,709930
713165,713730
713166,714292
713167,712631
713168,713734
713169,720160
713170,711577
713171,715532
713172,717859
713173,713740
713174,715535
713175,712641
713176,713175
713177,713176
713178,714901
713179,714902
713180,713747
713181,718453
713182,712655
713183,712656
713184,708872
713730,716699
713731,712631
713732,712128
713733,713734
713734,715529
713735,716128
713736,716129
713737,712634
713738,713739
713739,713173
713740,714295
713741,714295
713742,715535
713743,713175
713744,713177
713745,717876
713746,714901
713747,714902
713748,714903
713749,713184
713750,713184
714292,713731
714293,722923
714294,713739
714295,719003
714296,717863
714297,716708
714298,717868
714299,717276
714300,713179
714301,717284
714302,714301
714303,713750
714304,709426
714888,716700
714889,713731
714890,718999
714891,715530
714892,716129
714893,716703
714894,715532
714895,716706
714896,713743
714897,715538
714898,717873
714899,716132
714900,716713
714901,718445
714902,716134
714903,720172
714904,717281
714905,715541
714906,712137
714907,714908
714908,714303
715527,714292
715528,713733
715529,717261
715530,716701
715531,716128
715532,716704
715533,719003
715534,716708
715535,715534
715536,715535
715537,712640
715538,717271
715539,712647
715540,716134
715541,718451
715542,712654
715543,712657
715544,712657
715545,714303
715546,713750
715547,715546
715548,714304
716125,716699
716126,715529
716127,719566
716128,716701
716129,722923
716130,716131
716131,717264
716132,717276
716133,718444
716134,717280
716135,718448
716136,715541
716137,716717
716138,715542
716139,714908
716700,716699
716701,718999
716702,716131
716703,717265
716704,716705
716705,717266
716706,717859
716707,717269
716708,717269
716709,715537
716710,713176
716711,717271
716712,717874
716713,718444
716714,712646
716715,718449
716716,718453
716717,716716
716718,714907
716719,714304
717261,720160
717262,721257
717263,717264
717264,716703
717265,716704
717266,717858
717267,719002
717268,717861
717269,719572
717270,716711
717271,717867
717272,718440
717273,717869
717274,717273
717275,717274
717276,719006
717277,717879
717278,717277
717279,717280
717280,719007
717281,720734
717282,718449
717283,716717
717284,717283
717857,716700
717858,717859
717859,719002
717860,717861
717861,719003
717862,719571
717863,719571
717864,716710
717865,716710
717866,717867
717867,720167
717868,719004
717869,717868
717870,717869
717871,717274
717872,717871
717873,717872
717874,717873
717875,717876
717876,718443
717877,720168
717878,721822
717879,718445
717880,717879
717881,720736
717882,718451
717883,717283
717884,717284
717885,714907
717886,713750
718433,719564
718434,717261
718435,718436
718436,718998
718437,719568
718438,715537
718439,716711
718440,719004
718441,719573
718442,718443
718443,719006
718444,721261
718445,721262
718446,717277
718447,720734
718448,720736
718449,720737
718450,719008
718451,719008
718452,719576
718453,720174
718454,715542
718455,717886
718997,719564
718998,718999
718999,719568
719000,717265
719001,717858
719002,721816
719003,720163
719004,719573
719005,717874
719006,719574
719007,720171
719008,720737
719009,717884
719010,721264
719011,721264
719012,717886
719564,723475
719565,719566
719566,720162
719567,718998
719568,722922
719569,722924
719570,716705
719571,720163
719572,722387
719573,720167
719574,720168
719575,719007
719576,718451
719577,720738
719578,717884
719579,715546
719580,715548
720159,722919
720160,721257
720161,720162
720162,718436
720163,726162
720164,720163
720165,720164
720166,720164
720167,722926
720168,721260
720169,720730
720170,721822
720171,720172
720172,720733
720173,723999
720174,720738
720175,722931
720723,726152
720724,723477
720725,722919
720726,722924
720727,721817
720728,719572
720729,713743
720730,721261
720731,721262
720732,720733
720733,720734
720734,723486
720735,725077
720736,727356
720737,724001
720738,724569
720739,720174
720740,716719
721254,726150
721255,723475
721256,721257
721257,721813
721258,721816
721259,720729
721260,720730
721261,721821
721262,725076
721263,725078
721264,722931
721265,724571
721266,715548
721811,718434
721812,721813
721813,722380
721814,720162
721815,720162
721816,725074
721817,721816
721818,721817
721819,722926
721820,721821
721821,723996
721822,723997
721823,723488
721824,718455
722378,725627
722379,723477
722380,722381
722381,721814
722382,721814
722383,722384
722384,722922
722385,721258
722386,730680
722387,723480
722388,722387
722389,722926
722390,722391
722391,719574
722392,720171
722393,727927
722394,721824
722919,727912
722920,718434
722921,722380
722922,725633
722923,725634
722924,724558
722925,720729
722926,723993
722927,722391
722928,721260
722929,722392
722930,723999
722931,723488
722932,722931
722933,721824
723475,724554
723476,724555
723477,724556
723478,722922
723479,723991
723480,723991
723481,723480
723482,728501
723483,722928
723484,731268
723485,724563
723486,724567
723487,726167
723488,726170
723489,724571
723490,722933
723986,724556
723987,724558
723988,721258
723989,726161
723990,726162
723991,723990
723992,723480
723993,737723
723994,717871
723995,722928
723996,723997
723997,725637
723998,726774
723999,726776
724000,724568
724001,724568
724002,724001
724003,724002
724554,725628
724555,724554
724556,725631
724557,722384
724558,725635
724559,723990
724560,723992
724561,722925
724562,724563
724563,729029
724564,722392
724565,723486
724566,724567
724567,725077
724568,728506
724569,725640
724570,724569
724571,726777
725070,727911
725071,726158
725072,725635
725073,725074
725074,726159
725075,726161
725076,726774
725077,726167
725078,724002
725079,718455
725080,723490
725627,726153
725628,725627
725629,725628
725630,724555
725631,725630
725632,727911
725633,726157
725634,726158
725635,729580
725636,726773
725637,725076
725638,726775
725639,726776
725640,725078
725641,727925
726151,726150
726152,726151
726153,726152
726154,725631
726155,727912
726156,722381
726157,725634
726158,729021
726159,727918
726160,726159
726161,731868
726162,729584
726163,722925
726164,717872
726165,726166
726166,725637
726167,726775
726168,725640
726169,726168
726170,727925
726171,726777
726765,726151
726766,726765
726767,726156
726768,726156
726769,725633
726770,727918
726771,730681
726772,726773
726773,728501
726774,729028
726775,727356
726776,729589
726777,727359
726778,723490
726779,716719
727348,726153
727349,732942
727350,728493
727351,726768
727352,729584
727353,731267
727354,730115
727355,723486
727356,730117
727357,728506
727358,726170
727359,727927
727360,727359
727361,727360
727362,726778
727909,725630
727910,727911
727911,729575
727912,729575
727913,727351
727914,727915
727915,726769
727916,726769
727917,730108
727918,734167
727919,723992
727920,730685
727921,726166
727922,729029
727923,730120
727924,726169
727925,728509
727926,727358
727927,729034
727928,727360
727929,721824
727930,727362
727931,727362
727932,727931
728493,732389
728494,728493
728495,729579
728496,729580
728497,730108
728498,732947
728499,734166
728500,738788
728501,729586
728502,723993
728503,723996
728504,726166
728505,730118
728506,729589
728507,727924
728508,726169
728509,728508
728510,728509
729020,732388
729021,729579
729022,731263
729023,729586
729024,732950
729025,733536
729026,730685
729027,729028
729028,730114
729029,731872
729030,729029
729031,727924
729032,729031
729033,728508
729034,727358
729035,727931
729572,726765
729573,725628
729574,732388
729575,732942
729576,727351
729577,727915
729578,727916
729579,731259
729580,731260
729581,730678
729582,731262
729583,730680
729584,731263
729585,730109
729586,732394
729587,734173
729588,730686
729589,732397
729590,729034
729591,729590
730108,731261
730109,730681
730110,730109
730111,730684
730112,730684
730113,730114
730114,731267
730115,730687
730116,730689
730117,730118
730118,732396
730119,732396
730120,729589
730121,726168
730122,729590
730123,722933
730124,727930
730675,726768
730676,731259
730677,732391
730678,731868
730679,730678
730680,731262
730681,731870
730683,732394
730684,731266
730685,731266
730686,731268
730687,730686
730688,730687
730689,730117
731256,729576
731257,729577
731258,729021
731259,731260
731260,731261
731261,732946
731262,731869
731263,731869
731264,731870
731265,730681
731266,734174
731267,732954
731268,732954
731269,730120
731270,729034
731271,730124
731272,731271
731862,728492
731863,728492
731864,734162
731865,732389
731866,731258
731867,731258
731868,732391
731869,732948
731870,737721
731871,733536
731872,730115
731873,730689
731874,729032
731875,731270
731876,732398
731877,731271
732388,734162
732389,737716
732390,731866
732391,734167
732392,731868
732393,732948
732394,732950
732395,734171
732396,732955
732397,732955
732398,732958
732399,732398
732400,733544
732941,731862
732942,737160
732943,727916
732944,731258
732945,732946
732946,732947
732947,736615
732948,733532
732949,733532
732950,734170
732951,734173
732952,736624
732953,736625
732954,736627
732955,736629
732956,729031
732957,736046
732958,736051
732959,732958
732960,726778
732961,733544
733528,735468
733529,729576
733530,734166
733531,734167
733532,736034
733533,736619
733534,732394
733535,734170
733536,735475
733537,734875
733538,735476
733539,736040
733540,731874
733541,731874
733542,733541
733543,730124
734161,731862
734162,736609
734163,735468
734164,733529
734165,735472
734166,735472
734167,736617
734168,742679
734169,733534
734170,736036
734171,735475
734172,734171
734173,738791
734174,734875
734175,734174
734176,736627
734177,731872
734178,740979
734179,732397
734180,732956
734181,733541
734182,734181
734183,731270
734184,725080
734866,735467
734867,735467
734868,733529
734869,726157
734870,732944
734871,738788
734872,734169
734873,736036
734874,736624
734875,738260
734876,736625
734877,735477
734878,734177
734879,738264
734880,731269
734881,729032
734882,734183
734883,734882
734884,733543
735467,736027
735468,740414
735469,734164
735470,734164
735471,731260
735472,736616
735473,736034
735474,736619
735475,740424
735476,739847
735477,735476
735478,735477
735479,734878
735480,732956
735481,733543
736026,735467
736027,736608
736028,736029
736029,736609
736030,738256
736031,735470
736032,729577
736033,736617
736034,737164
736035,740973
736036,737723
736037,738791
736038,734177
736039,736040
736040,736628
736041,736042
736042,739851
736043,736629
736044,736043
736045,734181
736046,736045
736047,736634
736048,736047
736049,736047
736050,734882
736051,736050
736052,737728
736607,734161
736608,736029
736609,737715
736610,737160
736611,740970
736612,735470
736613,731866
736614,737162
736615,736616
736616,737719
736617,739842
736618,738784
736619,737721
736620,740973
736621,734169
736622,733534
736623,738790
736624,740426
736625,738260
736626,740977
736627,737726
736628,736042
736629,738265
736630,736043
736631,731269
736632,734180
736633,736046
736634,736633
736635,737172
737159,734161
737160,737716
737162,736615
737163,738784
737164,739845
737165,737164
737166,742682
737167,737168
737168,737726
737169,736631
737170,736634
737171,725080
737711,740969
737712,736027
737713,736608
737714,737715
737715,738254
737716,738256
737717,735470
737718,737162
737719,739842
737720,738787
737721,738787
737722,742678
737723,739324
737724,738790
737725,739325
737726,739327
737727,734180
737728,736051
737729,732960
738253,738254
738254,738255
738255,738256
738256,740414
738257,732944
738258,737719
738259,740426
738260,738793
738261,740979
738262,741547
738263,736628
738264,739851
738265,738264
738266,738265
738780,737159
738781,737712
738782,737712
738783,738257
738784,739844
738785,740421
738786,739322
738787,739322
738788,742679
738789,741540
738790,741543
738791,739325
738792,738793
738793,739847
738794,737168
738795,736045
738796,734183
738797,736050
739320,738255
739321,738257
739323,741540
739324,740424
739325,742685
739326,741544
739327,741546
739328,739327
739329,734878
739330,738795
739838,737159
739839,738780
739841,738783
739842,739843
739843,739844
739845,740421
739846,739845
739847,740976
739848,740976
739849,740977
739850,742131
739851,740980
739852,737727
739853,738797
739854,737728
740413,738780
740414,740970
740416,740418
740417,740418
740418,736614
740419,739843
740420,741539
740421,741539
740422,740423
740423,740975
740424,740975
740425,741543
740426,741544
740428,736631
740429,737727
740430,736633
740431,739853
740432,737172
740969,739839
740974,742682
740975,742684
740978,741546
740979,741547
740981,734179
740982,738795
741534,740969
741538,737162
741542,740423
741543,742684
741544,742685
741548,740428
741549,731874
741550,740430
741551,741550
741552,732960
742126,741534
742127,742126
742132,740980
742133,734179
742134,741549
742135,741552
742673,741534
742679,742678
742683,739324
